text,count
Réserve de réconciliation ,2
Non applicable . ,2
AM - GMF ,2
"Tableau S.05.01.02 : Primes , sinistres et dépenses par ligne dactivité ",2
B1 . Informations générales sur le système de gouvernance ,2
B5 . Fonction Audit interne ,2
A3 . Résultat des investissements ,2
"Cf. Directive 2009 / 138 / CE du Parlement Européen et du Conseil du 25 novembre 2009 , art . 230 . ",2
B2 . Exigences d'honorabilité et de compétence ,2
B8 . Autres informations ,2
187 512 ,2
Goodwill ,2
Frais d'acquisition différés ,2
27 ,2
A4 . Résultat des autres activités ,2
C5 . Risque opérationnel ,2
françaises Hors PartnerRe ,2
148 170 ,2
Produits dérivés ,2
1 568 ,2
Immobilisations incorporelles ,2
MAAF ASSURANCES ,2
6 115 ,2
Valeur Solvabilité  ,2
Provisions autres que les provisions techniques ,2
Provisions pour retraite ,2
C6 . Autres risques importants ,2
A5 . Autres informations ,2
85 ,1
Total du passif ,1
Autres dettes non mentionnées dans les postes ci - dessus ,1
Tableau S.32.01.22 Entreprises dans le périmètre du groupe ... ,1
Passifs subordonnés non inclus dans les fonds propres de base Passifs subordonnés inclus dans les fonds propres de base ,1
91 ,1
88 ,1
.82 ,1
"En 2022 , le ratio de couverture du capital de solvabilité requis du Groupe se porte à 226 % contre 351 % au 31 décembre 2021 . ",1
Autres dettes ( hors assurance ) ,1
94 ,1
Autres provisions techniques ,1
4 452 ,1
728 ,1
Passifs éventuels ,1
Dettes envers des établissements de crédit ,1
Figure 5  Capital de solvabilité requis ,1
77 903 928 ,1
Assurance de responsabilité civile générale ,1
"Le capital de solvabilité requis du Groupe sur base consolidée sétablit à 8 316 millions d'euros contre 7 917 millions d'euros au 31 décembre 2021 , soit une hausse de 5 %  ",1
Assurance de responsabilité civile automobile ,1
Assurance incendie et autres dommages aux biens ,1
"le capital de solvabilité requis diversifié s'élève à 8 269 millions d'euros contre 7 863 millions au 31 décembre 2021 , soit une hausse de 5 % . La hausse sexplique principalement par l'augmentation du risque de souscription Vie la remontée des taux entraînant la croissance des marges futures des activités vie et en conséquence la hausse du risque de rachat massif . Le risque de marché diminue légèrement sous deux effets contraires  la hausse marquée du risque de change , associée à l'augmentation de 'exposition en US dollars en lien avec l'acquisition de PartnerRe , et la hausse du risque de taux sont plus que compensées par la baisse du risque actions , consécutive au repli des marchés actions et aux cessions réalisées dans l'exercice , ainsi que par la meilleure diversification entre les différents risques . Lajustement visant à tenir compte de la capacité d'absorption des pertes par les impôts différés est déterminé par une approche fondée sur ",1
Ligne d'activité Solvabilité  Autre assurance des véhicules  moteur ,1
Correspondance : Lignes d'activité réglementaire  Segments ,1
Dettes financières autres que celles envers les établissements de crédit Dettes nées d'opérations d'assurance et montants dus aux intermédiaires Dettes nées d'opérations de réassurance ,1
Cf. Annexe quantitative  tableau S.25.01.22- Capital de Solvabilité requis . ,1
Simplifications à déclarer dans le tableau S.25.01.22  Capital de Solvabilité requis  en Annexe . ,1
96 ,1
355 438 ,1
Le capital de solvabilité requis de base est la somme des modules de risque et de l'effet de diversification dont le montant brut de capacité d'absorption des pertes par les provisions techniques figure dans l'état S.25.01.22 en Annexe Quantitative du présent rapport . ,1
16 359 552 ,1
17 748 595 ,1
5 401 119 ,1
-327 305 ,1
47 251 196 ,1
1 618 527 ,1
156 850 ,1
930 282 ,1
Le Groupe ne fait pas usage du sous - module « risque sur actions » fondé sur la durée pour le calcul du capital de solvabilité requis . ,1
897 475 ,1
5 653 375 ,1
E3 . Utilisation du sous - module  risque sur actions  fondé sur la durée dans le capital de solvabilité requis ,1
252 256 ,1
Tableau S.23.01.22  Fonds propres . ,1
130 418 497 037 ,1
256 968 ,1
"Les entités intégrées selon la méthode de déduction et agrégation génèrent un capital de solvabilité requis de 4 148 millions d'euros contre 38 millions d'euros au 31 décembre 2021  la contribution de PartnerRe à ce capital de solvabilité requis s'élève à 4 109 millions d'euros , et intègre les effets de la transition de la formule standard BMA et le montant complémentaire du capital requis de 5 % tel qu'établi avec l'autorité de supervision du groupe Cova ( ACPR ) . ",1
104 732 ,1
Le ratio de couverture du minimum de capital de solvabilité requis du Groupe sur base consolidée s'établit à 460 % contre 715 % au 31 décembre 2021 . ,1
398 503 ,1
1 723 111 ,1
"Ainsi , le capital de solvabilité requis du Groupe s'établit ainsi à 12 464 millions d'euros contre 7 956 millions d'euros au 31 décembre 2021 . ",1
Le minimum de capital de solvabilité requis du Groupe sur base consolidée s'élève à 4 064 millions d'euros contre 3 898 millions d'euros au 31 décembre 2021.  correspond à la somme des minima de capital de solvabilité requis des entités intégrées dans les calculs prudentiels Groupe selon la première méthode . ,1
149 881 ,1
Après élimination principalement des détentions des mutuelles de tête et de Covéa Coopérations dans les participations consolidées . ,1
47 821 366 ,1
3 327 ,1
Tableau S.22.01.22  Impact des mesures relatives aux garanties de long terme et des mesures transitoires . ,1
"des taux d'imposition moyens . Cet ajustement est reconnu dans la limite des impôts différés passifs nets du bilan . Au 31 décembre 2022 , l'ajustement visant à tenir compte de la capacité d'absorption des pertes par les impôts différés s'élève à -1 723 millions d'euros contre - 2 258 millions d'euros au 31 décembre 2021 . ",1
"Tableau S.05.01.02  Primes , sinistres et dépenses par ligne d'activité  Tableau S.05.02.01  Primes , sinistres et dépenses par pays .. ",1
"Les gains de diversification au sein du groupe Covéa proviennent principalement de la diversité des activités d'assurance et de réassurance , le Groupe opérant en assurance et réassurance en non - vie , vie et santé . La pluralité des segments au sein de chaque activité génère également des gains substantiels entre branches courtes , branches longues et en raison des différentes natures de risques . La diversification se matérialise aussi au sein de certains modules de risques entre les différentes localisations géographiques dans lesquelles opère le Groupe . Au 31 décembre 2022 , le bénéfice de diversification qui résulte de 'application des corrélations entre les différents modules de risques nets de capacité d'absorption des pertes par les provisions techniques s'élève à 4 803 millions d'euros contre 4 622 millions d'euros au 31 décembre 2021. Cette évolution s'explique par un rééquilibrage du poids des risques de marché , de souscription vie et non - vie . ",1
Correspondance : Lignes d'activité réglementaire  Segments  ,1
Annexes ,1
"Le capital de solvabilité requis au titre des sociétés mises en équivalence s'élève à 46 millions d'euros contre 54 millions d'euros au 31 décembre 2021.  correspond au capital de solvabilité requis des sociétés Protec BTP , Carma et Carma Vie . ",1
15 162 681 ,1
1 196 871 ,1
1 389 043 ,1
1 310 573 ,1
78 470 ,1
Aucune autre information importante concernant la gestion des fonds propres n'est à noter . ,1
E6 . Autres informations ,1
Aucun manquement à l'exigence de capital de solvabilité requis nest intervenu au cours de la période de référence . ,1
E5 . Non - respect du minimum de capital requis et non - respect du capital de solvabilité requis ,1
48 180 212 ,1
1711 ,1
358 846 -7 551 363 070 ,1
Le Groupe n'a pas recours à un modèle interne pour le calcul du capital de solvabilité requis . ,1
Titres garantis ,1
Provisions techniques calculées comme un tout ,1
9 226 665 ,1
Trésorerie et équivalents de trésorerie ,1
82 ,1
"Santé , Prévoyance ",1
Autres actifs non mentionnés dans les postes ci - dessus ,1
Total de l'actif ,1
"Professionnels et entreprises , Santé , assistance ",1
"Automobile , Habitation , ",1
683 016 ,1
"Automobile , Habitation , Professionnels et entreprises , protection juridique ",1
"Automobile , Habitation , Prévoyance , Santé , Professionnels et entreprises ",1
88 654 200 ,1
2 936 042 ,1
Principaux Segment ( s ) associé ( s ) Automobile ,1
Assurance d'indemnisation des travailleurs ,1
"d'activité assurance maritime , aérienne et transport . ",1
proportionnelle relatifs à la ligne ,1
Engagements de réassurance non ,1
4 952 649 ,1
4 798 050 154 599 57 150 984 ,1
"Engagements de réassurance non proportionnelle relatifs à la ligne d'activité Autres assurance des véhicules à moteur , incendie et autres dommages aux biens et assurance crédit et cautionnement . ",1
indemnisation des travailleurs . Engagements de réassurance non proportionnelle relatifs à la ligne d'activité assurance responsabilité civile automobile et responsabilité générale ,1
"d'activité assurance de protection du revenu , frais médicaux et ",1
Engagements de réassurance non proportionnelle relatifs à la ligne ,1
"Garanties pertes pécuniaires des contrats professionnels , entreprises ; garanties loyers impayés ; pertes d'exploitation . ",1
Contrats Crédit - Caution ,1
"Garanties dommages subis par les marchandises transportées ; Garanties dommages subis par les véhicules maritimes , aériens et spatiaux ; Garanties responsabilité civile liée à 'utilisation des véhicules maritimes , aériens et spatiaux . ",1
Actifs ,1
"Éléments de fonds propres ou fonds initial appelé ( s ) , mais non encore payé ( s ) ",1
Actions propres auto - détenues ( directement ) ,1
Autres créances ( hors assurance ) ,1
Obligations d'entreprise ,1
Autres investissements ,1
Actifs en représentation de contrats en unités de compte et indexés ,1
Prêts et prêts hypothécaires ,1
Obligations d'État ,1
Actions non cotées ,1
Avances sur police ,1
Actions  cotées ,1
Investissements ( autres qu'actifs en représentation de contrats en unités de compte et indexs ) ,1
Excédent du régime de retraite ,1
Prêts et prêts hypothécaires aux particuliers ,1
Autres prêts et prêts hypothécaires ,1
Montants recouvrables au titre des contrats de réassurance ,1
4 148 ,1
Non - vie et santé similaire à la non - vie ,1
Non - vie hors santé ,1
Santé similaire à la non - vie ,1
"Vie et santé similaire à la vie , hors santé , UC et indexés ",1
Santé similaire à la vie ,1
"Vie hors santé , UC et indexés ",1
Vie UC et indexés ,1
Dépôts auprès des cédantes ,1
Actifs d'impôts différés ,1
Créances nées d'opérations d'assurance et montants à recevoir d'intermédiaires ,1
Créances nées d'opérations de réassurance ,1
professionnelles ; ,1
Garanties relatives aux accidents du travail et aux maladies ,1
45 725 304 ,1
construction ) ,1
Garanties responsabilité civile matérielle et corporelle des contrats auto ,1
380 984 ,1
Garanties principales Garanties dommages et catastrophes naturelles des contrats auto Garanties dommages et catastrophes naturelles des contrats habitation pour les particuliers et des contrats des professionnels ( y compris dommages ouvrages ) ,1
116 746 ,1
3 005 206 ,1
446 507 ,1
1 058 496 ,1
1 958 405 ,1
529 938 ,1
106 109 973 ,1
"maritime , aérienne et transport ",1
Passifs ,1
Provisions techniques non - vie ,1
Provisions techniques non - vie ( hors santé ) ,1
proportionnelle assurance ,1
Réassurance non ,1
Titres structurés ,1
Réassurance non proportionnelle biens ,1
Provisions techniques vie ( hors UC et indexés ) ,1
Réassurance non proportionnelle Accidents ,1
Provisions techniques santé ( similaire à la vie ) ,1
"Provisions techniques vie ( hors santé , UC et indexés ) Provisions techniques calculées comme un tout ",1
Réassurance non proportionnelle Santé ,1
Assurance - crédit et cautionnement ,1
Provisions techniques UC et indexés ,1
Garanties responsabilité civile des contrats habitation et des contrats des professionnels ( y compris ,1
"Garanties de protection des revenus des contrats professionnels et particuliers , ",1
Garanties frais de soins des contrats Santé ,1
259 998 ,1
professionnels et santé . ,1
10 268 863 ,1
"contrats auto , habitation , ",1
Garanties assistance attachées aux ,1
733 276 ,1
423 541 ,1
professionnels . ,1
"contrats auto , habitation et ",1
défense recours attachées aux ,1
13 600 475 ,1
Garanties protection juridique et ,1
787 385 ,1
individuelles accident ,1
6 103 541 ,1
647 338 ,1
194 719 ,1
3 867 ,1
448 752 ,1
2 906 580 ,1
2 265 598 ,1
2 035 687 ,1
229 911 ,1
Garanties individuelles du conducteur ,1
640 982 ,1
"Garanties accidents de la vie , ",1
Provisions techniques santé ( similaire à la non - vie ) Provisions techniques calculées comme un tout Meilleure estimation ,1
COVÉA ,1
Capital de solvabilité requis des sociétés mises en équivalence 46 ,1
"En assurance vie , la marge de risque est déterminée pour la majorité des entités selon une approche par la duration . Le coût du capital est appliqué au montant du capital de solvabilité requis obtenu à la date d'évaluation ( hors risque de marché ) . La durée moyenne pondérée et actualisée des engagements par ligne d'activité réglementaire est associée à ce produit . ",1
la marge de risque Groupe correspond à la somme des marges pour risque des entités consolidées . ,1
"Pour chaque entité consolidée , la marge de risque est calculée de manière à garantir que la valeur des provisions techniques prudentielles est équivalente au montant qu'une entreprise d'assurance et de réassurance demanderait pour reprendre et honorer les engagements d'assurance et de réassurance ( valeur de transfert ) . Son calcul suppose un transfert de l'intégralité des engagements du portefeuille , il prend en compte l'ensemble des effets de diversification . ",1
La marge de risque correspond ainsi au coût d'immobilisation d'un montant de fonds propres éligibles égal au capital de solvabilité requis pour faire face aux engagements d'assurance et de réassurance sur leur durée de vie . Le taux correspondant au coût du capital est fixé par la réglementation . I s'élève à 6 % . ,1
68 ,1
"En application du principe de proportionnalité , les entités du groupe Covéa ont recours à des simplifications pour le calcul de la marge de risque . ",1
"En assurance et réassurance non - vie , la marge de risque est déterminée selon la méthode consistant  projeter chaque sous module de capital de solvabilité requis selon sa propre cadence de liquidation et à les agréger grâce à la matrice de corrélation de la formule standard . I n'est pas inclus de risque de marché résiduel . ",1
D2.2.4 . Provisions techniques calculées comme un tout ,1
le transfert des engagements d'assurance ou de réassurance du portefeuille est effectué séparément pour les activités exercées en vie et en non - vie ; ,1
"Pour les traités de rétrocession avec SCOR Ireland et de SCOR Global Reinsurance Ireland , le montant des provisions techniques en vision prudentielle est estimé comme un tout . Le montant a été déterminé sur la base des dernières informations prudentielles disponibles et validées à la date de calcul . Les provisions en normes françaises ont été comptabilisées à partir des décomptes reçus en 2021 , complétés d'estimations des flux , notamment pour l'exercice 2022  elles intègrent également une provision complémentaire au titre des impacts de la Covid - 19 sur l'exercice 2022 . ",1
"En Solvabilit II , les données sous - jacentes ont été actualisées sur la base des courbes des taux américains au 31 décembre 2022 , fournies par l'Autorité Européenne des Assurances et des Pensions Professionnelles . Par ailleurs , les effets de change ont été appréhendés en utilisant les taux de change à la date d'arrêté . ",1
D2.3 Incertitudes liées au montant des provisions prudentielles ,1
"Pour l'ensemble des lignes d'activité , le processus d'évaluation des provisions techniques prudentielles comporte une part d'incertitude . I requiert en effet l'utilisation de données historiques jugées pertinentes , il fait appel à l'exploitation de modèles ainsi quà la formulation d'hypothèses afin , notamment , de projeter les flux de trésorerie sur un horizon de temps estimé approprié à la nature des engagements . De façon générale , le niveau d'incertitude lié au montant des provisions techniques est limité par l'expertise des équipes actuarielles qui analysent les calculs , les contrôlent et en interprètent les résultats . Les travaux de la Fonction Actuarielle ( analyses de variations , analyses de sensibilité , travaux d'inspection ) participent enfin à la fiabilité du montant des provisions techniques . ",1
D2.4 . Principales différences entre provisions techniques prudentielles et provisions techniques en normes françaises ,1
Les principaux écarts de valorisation et de présentation entre provisions comptables et provisions prudentielles proviennent principalement  ,1
aucun effet de diversification entre les risques des entreprises d'assurance et de réassurance du Groupe n'est pris en compte concernant la marge de risque ; ,1
le transfert des engagements d'assurance ou de réassurance du Groupe est effectué séparément pour chaque entreprise d'assurance ou de réassurance du Groupe ; ,1
"de différences dans le périmètre des engagements pris en compte aux fins de modélisation ( comptabilisation , limites des contrats ) . ",1
"Elle inclut un ajustement pour défaut de contrepartie du ou des réassureurs ou rétrocessionnaires , déterminé par ligne dactivité réglementaire et par réassureur ou rétrocessionnaire . Le calcul de cet ajustement est fondé sur une évaluation de la probabilité de défaut moyenne de la contrepartie et de la perte moyenne en cas de défaut . ",1
cf. EOPA - BS - 14 / 166 FR  Orientations sur la valorisation des provisions techniques  . ,1
67 ,1
D2.2.2 . Meilleure estimation des montants recouvrables au titre de la réassurance ou de la rétrocession ,1
"La meilleure estimation des engagements cédés , dans le cadre d'opérations de réassurance ou de rétrocession , est modélisée de manière séparée des provisions techniques brutes issues des affaires directes et des acceptations . ",1
"reproduisant le comportement des assurés et en tenant compte de l'environnement concurrentiel , économique et financier si nécessaire ; ",1
les garanties financières correspondent au montant certain minimum de prestations à verser . ,1
"La meilleure estimation des engagements cédés , déterminée selon ces principes , se décompose en meilleure estimation des provisions pour sinistres payer cédés et en meilleure estimation des provisions pour primes cédées . ",1
"Le calcul de la marge de risque du Groupe , conformément à la première méthode fondée sur la consolidation comptable , s'appuie sur plusieurs hypothèses : ",1
A. Meilleure estimation des provisions pour sinistres à payer cédés ,1
"Pour la majorité des entités intégrées selon la première méthode de consolidation , exerçant une activité non - vie , la meilleure estimation de provisions pour sinistres à payer cédés ( hors ajustement pour défaut de contrepartie du ou des réassureurs ) s'appuie sur les évaluations faites lors de l'arrêté des comptes en normes françaises . Les flux de trésorerie sous - jacents sont échelonnés à partir des hypothèses des triangles de paiements des affaires directes et des acceptations concernées . ",1
"Pour la majorité des entités intégrées selon la première méthode de consolidation , exerçant une activité d'assurance vie , les provisions techniques cédées , dans le cadre d'opérations de réassurance , ne sont pas valorisées en raison de leur caractère non significatif . ",1
B. Meilleure estimation des provisions pour primes cédées ,1
"Pour la majorité des entités exerçant une activité non - vie , une simplification identique à celle utilisée pour les provisions pour primes brutes est retenue , le ratio combiné de cession se substituant au ratio combiné brut . ",1
D2.2.3 . Marge de risque ,1
"de différences dans la composition respective des provisions prudentielles et des provisions comptables . En effet , les provisions prudentielles intègrent une marge de risque dont la méthodologie de valorisation , décrite en paragraphe D.2.2.3 de ce rapport , est conforme aux dispositions en vigueur de Solvabilité II . Cette marge n'est pas identifiée explicitement pour les portefeuilles dont les provisions techniques sont calculées comme un tout . Les provisions comptables sont évaluées de façon à être suffisantes , suivant une méthodologie décrite dans 'Annexe aux comptes et conformément aux dispositions en vigueur du Code des assurances . ",1
les engagements capturés par les provisions comptables ont trait aux contrats souscrits ou renouvelés ayant pris effet à la date d'arrêté . ,1
834 ,1
601 ,1
D3.3 . Dépôts des réassureurs ,1
Normes françaises Hors PartnerRe 530 ,1
150 ,1
Les dettes pour dépôts espèces reçus des ( rétro- ) cessionnaires sont valorisées de façon identique au bilan prudentiel et dans les comptes en normes françaises . ,1
D3.4 . Passifs subordonnés ,1
Normes françaises Hors PartnerRe 150 ,1
262 ,1
"Au bilan prudentiel , les engagements postérieurs à l'emploi à prestations définies et autres avantages à long terme sont provisionnés pour la part de leur évaluation actuarielle non couverte par des actifs du régime hors Groupe . ",1
612 ,1
"Le Groupe comptabilise des emprunts subordonnés dont certains remplissent les conditions , énoncées dans le corpus de normes Solvabilité II , de reconnaissance en fonds propres de base . Ces titres sont enregistrés pour un montant égal à la somme de leur valeur nominale et des coupons courus à la clôture . En normes françaises , ils sont valorisés de la même façon et ne font pas partie des capitaux propres . ",1
"Les titres subordonnés juniors et les actions de préférence émis par PartnerRe sont comptabilisés en normes françaises respectivement en passifs subordonnés et en intérêts minoritaires . Au bilan prudentiel au 31 décembre 2022 , ils sont présentés en déduction de l'excédent des actifs sur les passifs . Is sont reconnus comme des fonds propres éligibles sous Solvabilité 2 pour leur valeur dans le régime bermudien ( coût amorti ) . ",1
71 ,1
D3.5 . Autres passifs ,1
Autres passifs ,1
"Dans les comptes en normes françaises , ils sont valorisés de façon identique et sont également provisionnés au bilan , exception faite de la part des écarts actuariels sur les engagements postérieurs  l'emploi qui est portée en engagements hors bilan selon la méthode du corridor . ",1
497 ,1
"la meilleure estimation totale intègre dans sa composante provisions pour primes , des engagements futurs correspondant à des garanties nayant pas encore pris effet mais pour lesquelles l'assureur ne peut se désengager unilatéralement . ",1
"les provisions comptables sont calculées de manière rétrospective alors que les provisions prudentielles sont calculées de manière prospective en intégrant les interactions actif  passif . les provisions prudentielles des contrats d'épargne en euros intègrent les plus - values latentes qui seront distribuées aux assurés dans le futur , alors que les provisions comptables reflètent le montant de l'épargne acquis à la date d'arrêté . ",1
69 ,1
des calculs spécifiques effectués pour obtenir les provisions prudentielles non - vie . ,1
'ensemble des flux entrants et sortants modélisés dans le calcul de la meilleure estimation S sont actualisés selon la courbe des taux sans risque publiée par l'Autorité Européenne des Assurances et des Pensions Professionnelles   ,1
"la détermination des provisions comptables non - vie ne requiert pas d'actualisation des flux futurs , à l'exception des provisions mathématiques de rentes . ",1
"la part des provisions techniques cédées , enregistrée à l'actif du bilan fait l'objet , sous Solvabilité  seulement , dun ajustement pour prendre en compte le risque de défaut des réassureurs concernés . ",1
"de différences , en vie , dans le calcul des provisions d'épargne entre les provisions prudentielles et les provisions comptables . ",1
du reclassement de la provision pour participation aux bénéfices admissible en fonds excédentaires sous Solvabilité  . ,1
130 ,1
"A l'exception des entités utilisant la correction pour volatilité de la courbe des taux d'intérêt sans risque  MMA Vie SA , GMF Vie SA , MAAF Vie SA et MMA IARD SA , MAAF Assurance SA et GMF Assurances . ",1
70 ,1
D3 . Autres passifs ,1
D3.1 . Provisions autres que les provisions techniques ,1
"Ces passifs à échéance incertaine ou d'un montant incertain ( hors engagements de retraite ) sont enregistrés au bilan prudentiel et dans l'annexe aux comptes pour une valeur identique , à l'exception , le cas échéant , de la provision pour investissement à caractère fiscal et  ou des amortissements dérogatoires , annulés au bilan prudentiel . ",1
D3.2 . Provisions pour retraite ,1
