text,count
Reclassement en dettes ,1
-4 331 ,1
-284 634 ,1
2 796 484 ,1
40 906 ,1
-1 720 ,1
65 493 ,1
-9 893 ,1
-33 661 ,1
Aucune méthode alternative de valorisation na été utilisée . ,1
5.5 . Méthodes alternatives de valorisation ,1
109 048 ,1
Respon Crédit et sabilité civile caution - nement ,1
-12 536 ,1
82 221 ,1
"Au 31/12/2022 , les provisions techniques brutes de réassurance sont en baisse de 268 M € , en lien essentiellement à une remontée des taux d'intérêt en 2022 . ",1
-9 936 ,1
-2 481 276 ,1
26 242 ,1
6.2.1.Méthode et options retenues ,1
1 979 613 ,1
2001 ,1
Les différentes étapes de l'évaluation des impôts différés sont les suivants : ,1
1 953 842 ,1
198 750 ,1
-26 113 ,1
-2 536 820 ,1
-287 027 ,1
3 074 022 ,1
-8 642 ,1
11 623 ,1
Les frais généraux encourus pour la gestion des engagements d'assurance sont pris en compte . Les frais sont alloués au niveau des groupes de risques homogènes . ,1
-7 880 ,1
19 840 ,1
Pertes pécuniaires diverses ,1
11 619 2 263 237 ,1
Aucune autre information importante n'est à ajouter . ,1
5.6 . Autres informations ,1
-13 934 ,1
-2 393 ,1
-5 617 ,1
3 124 ,1
-111 ,1
-848 ,1
4 082 ,1
5.4 . Autres passifs ,1
Assurance de Protection du responsabilité ,1
Provisions S2 ,1
Marge de risque S2 ,1
" En respectant le cadre réglementaire Solvabilité 2 , y compris les spécificités des superviseurs nationaux . ",1
BE Primes ,1
BE Sinistres ,1
Actualisation BE Sinistres ,1
Les BE bruts de réassurance et les BE cédés sont valorisés séparément . ,1
Autres retraitements de S1 à S2 ,1
749 ,1
civile automobile ,1
" En utilisant des méthodes actuarielles et statistiques adéquates , applicables et pertinentes , ",1
-1 505 ,1
133 794 ,1
14 481 ,1
1 689 ,1
2 744 ,1
10 048 ,1
5.3.2 . Principes de valorisation ,1
779 ,1
" En adoptant une approche objective et fiable , ",1
10 774 ,1
L'article 77 alinéa 1 de la directive prévoit que la valeur des provisions techniques sous Solvabilité 2 corresponde à la somme des meilleures estimations (   BE  u Best Estimate ) des provisions et de la marge de risque (   RM   Risk Margin ) . ,1
Incendie et Auto - mobile dommages aux biens ,1
"La meilleure estimation brute de réassurance est calculée comme la valeur actuelle des flux futurs probables des prestations envers les assurés ainsi que des frais d'administration et de gestion de ces engagements jusquà leur erme , diminués des primes à acquérir au titre des contrats en portefeuille . ",1
La meilleure estimation est calculée : ,1
" En cohérence avec les informations de marché disponibles à la date de l'évaluation , ",1
6.2 . SCR et MCR ,1
Rapport sur la Solvabilité et la Situation Financière ( SFCR ) ,1
L'approche retenue par CAMCA pour le calcul du SCR et du MCR ( Minimum de Capital Requis ) est 'approche standard . Cette approche est prise en compte dans les calculs effectués par un progiciel ,1
Fonds excédentaires non disponibles au niveau du groupe ,1
Fonds propres issus des états financiers qui ne devraient pas être inclus dans la réserve de réconciliation et qui ne respectent pas les critères de fonds propres de Solvabilité II ,1
Montant égal à la valeur des actifs d'impôts différés nets non disponibles au niveau du Autres éléments approuvés par l'autorité de contrôle en tant que fonds propres de base Fonds propres non disponibles relatifs à d'autres éléments de fonds propres approuvés Intérêts minoritaires ( non déclarés dans le cadre d'un autre élément de fonds propres ) Intérêts minoritaires non disponibles au niveau du groupe ,1
Montant égal à la valeur des actifs d'impôts différés nets ,1
Passifs subordonnés non disponibles au niveau du groupe ,1
"Comptes de primes d'émission lis aux actions de préférence , non disponibles au niveau Réserve de réconciliation ",1
Compte de primes d'émission lié aux actions de préférence ,1
Actions de préférence non disponibles au niveau du groupe ,1
Actions de préférence ,1
Fonds excédentaires ,1
46 ,1
Comptes mutualistes subordonnés non disponibles au niveau du groupe ,1
"Fonds initial , cotisations des membres ou élément de fonds propres de base équivalent Comptes mutualistes subordonnés ",1
Capital en actions ordinaires appelé non versé non disponible au niveau du groupe Compte de primes d'émission li au capital en actions ordinaires ,1
Capital en actions ordinaires ( brut des actions propres ) ,1
Fonds propres de base avant déduction pour participations dans d'autres secteurs financiers ,1
Données en K € ,1
Fonds propres ( Groupe Annuel ) ,1
S.23.01.22 ,1
Fonds propres issus des états financiers qui ne devraient pas être inclus dans la réserve Déductions ,1
"Dductions pour participations dans d'autres entreprises financières , y compris des dont déduites conformément à l'article 228 de la directive 2009 / 138 / CE Dductions pour les participations lorsque les informations sont indisponibles ( article 229 ) Déduction pour les participations incluses par déduction et agrégation lorsqu'une ",1
Total des éléments de fonds propres non disponibles ,1
Total déductions ,1
"Dividendes , distributions et charges prévisibles ",1
Actions propres ( détenues directement et indirectement ) ,1
Ratio fonds propres éligibles sur capital de solvabilité requis du groupe ( y ,1
"Fonds propres en cas de recours à la méthode de déduction et d'agrégation , soit Fonds propres agrégés en cas d'utilisation de la déduction et agrégation ou d'une Fonds propres agrégés en cas d'utilisation de la déduction et agrégation ou d'une Total des fonds propres disponibles servant à couvrir le capital de solvabilité requis du Total des fonds propres disponibles pour couvrir le minimum de capital de solvabilité Total des fonds propres éligibles servant à couvrir le capital de solvabilité requis du Total des fonds propres éligibles pour couvrir le minimum de capital de solvabilité requis Capital de solvabilité requis du groupe sur base consolide Minimum de capital de solvabilité requis du groupe sur base consolidée Ratio fonds propres éligibles sur capital de solvabilité requis du groupe sur base Ratio fonds propres éligibles sur minimum de capital de solvabilité re quis du Total des fonds propres éligibles servant à couvrir le capital de solvabilité requis Capital de solvabilité requis pour les entreprises incluses par déduction et Capital de solvabilité requis du groupe ",1
Total fonds propres d'autres secteurs financiers ,1
Entités non réglementées exerant des activités financières ,1
"Établissements de crédit , entreprises d'investissement , établissements financiers , gestionnaires de fonds d'investissement alternatifs , sociétés de gestion d'OPCVM Institution de retraite professionnelle ",1
Fonds propres d'autres secteurs financiers ,1
Total fonds propres auxiliaires ,1
Autres fonds propres auxiliaires ,1
"Rappels de cotisations en vertu de l'article 96 , point 3 , de la directive 2009 / 138 / CE Rappels de cotisations ne relevant pas de l'article 96 , paragraphe 3 , premier alinéa , de la Fonds propres auxiliaires non disponibles au niveau du groupe ",1
"Lettres de crédit et garanties ne relevant pas de l'article 96 , paragraphe 2 , de la directive 2009 / 138 / CE ",1
"Lettres de crédit et garanties relevant de l'article 96 , paragraphe 2 , de la directive 2009 / 138 / CE ",1
"Actions de préférence non libérées et non appelées , appelables sur demande Engagements juridiquement contraignants de souscrire et de payer des passifs subordonnés sur demande ",1
"Capital en actions ordinaires non libéré et non appelé , appelable sur demande Fonds initial , cotisations des membres ou élément de fonds propres de base équivalents , ",1
Fonds propres auxiliaires ,1
Total fonds propres de base après déductions ,1
Annexe IV ,1
ajustement égalisateur fixé à zéro ,1
Ajustement pour les éléments de fonds propres restreints relatifs aux portefeuilles sous Autres fonds propres non disponibles ,1
moteur ,1
196 846 646 ,1
biens ,1
dommages aux ,1
Assurance incendie et autres ,1
transport ,1
erienne et ,1
"maritime , ",1
Autre ,1
des véhicules  ,1
Impact d'un ,1
civile automobil ,1
responsabilité ,1
des travailleurs ,1
d'indemnisation ,1
55 ,1
protection du ,1
frais médicaux ,1
ssurance des ,1
responsabilit ,1
civile générale ,1
Assurance crdit ,1
cautionnemen ,1
567 ,1
12 387 ,1
C0070 ,1
Impact d'une correction pour volatilité fixée à zéro ,1
C050 ,1
transitoires sur les taux d'intérêt ,1
transitoires sur les provisions techniques ,1
terme et mesures transitoires ,1
Montant avec mesures relatives aux garanties de long ,1
R0050 ,1
Fonds propres éligibles pour couvrir le ,1
Fonds propres de base ,1
Impact des mesures relatives aux garanties de long terme et des mesures transitoires Données en K  ,1
S.22.01.22 ,1
Annexe III ,1
1361 700 ,1
1 ,1
Autres éléments de fonds propres de base ,1
Bénéfices attendus ,1
R110 R120 ,1
Minimum de capital de solvabilité requis du groupe sur base consolidée ,1
R040 ,1
R030 ,1
SCR pour les entreprises incluses par déduction et agrégation ,1
SCR global ,1
Capital requis pour entreprises résiduelles ,1
Capital requis pour les autres secteurs financiers ( capital requis hors assurance )  Établissements de Capital requis pour les autres secteurs financiers ( capital requis hors assurance )  Institutions de Capital requis pour les autres secteurs financiers ( capital requis hors assurance )  capital requis pour Capital requis pour les exigences relatives aux participations ne donnant pas le contrôle ,1
Capital requis pour les autres secteurs financiers ( capital requis hors assurance ) ,1
Informations sur les autres ,1
Total du capital de solvabilité requis notionnel pour les portefeuilles sous ajustement égalisateur Effets de diversification dus à l'agrégation des nSCR des FC selon l'article 304 ,1
Capacité d'absorption des pertes des provisions techniques ,1
Total du capital de solvabilité requis notionnel pour les fonds cantonnés ,1
Total du capital de solvabilité requis notionnel pour la part restante ,1
Capital requis pour le sous - module risque sur actions fondé sur la durée ,1
Autres informations sur le SCR ,1
Exigences de capital supplémentaire déjà définies Capital de solvabilité requis ,1
Capital de solvabilité requis à l'exclusion des exigences de capital supplémentaire ,1
conformément à l'article 4 de la directive ,1
Capital requis pour les activités exercées ,1
R140 ,1
R200 ,1
R0470 ,1
R500 ,1
Dominante Dominante Dominante Dominante Domnante Domnante Domante ,1
"66,00 % 100,00 % 95,00 % ",1
Société d'assurance mutuelle Société anonyme Société anonyme Société anonyme Société de droit commun Socité de droit commun Socété de droit commun Société de droit commun ,1
Entreprise d'assurance non - vie 99 - Autre 99 - Autre 99 - Autre 99 - Autre ,1
2 - Entreprise d'assurance non - vie 2- Entreprise d'assurance non - vie 99 - Autre ,1
1 - LEI 1 - LEI 1 - LEI ,1
49 ,1
48 ,1
C0120 ,1
Simplifications ,1
PPE ,1
100 ,1
15 197 ,1
C110 ,1
Capital de solvabilité requis brut ,1
R570 ,1
R510 ,1
Capacité d'absorption de pertes des impôts différés ,1
Calcul du capital de solvabilité requis ,1
Bénéfices attendus inclus dans les primes futures ( EPIFP )  activités vie Bénéfices attendus inclus dans les primes futures ( EPIFP )  activités non - vie Total EPIFP ,1
R0460 ,1
R0780 ,1
R760 ,1
R0750 ,1
R0730 ,1
R0700 R0710 ,1
R670 ,1
R0650 R0660 ,1
R0570 R0590 R0610 ,1
R0450 ,1
Capital de solvabilité requis de base ,1
R320 ,1
R0270 R0280 R0290 ,1
R0260 ,1
R190 R0200 R210 ,1
R170 ,1
R110 ,1
R0090 ,1
R0080 ,1
60 650 60 650 ,1
"442 834 199 275 205,79 % 457,31 % 911 316 ",1
"442 834 205,79 % ",1
C0060 ,1
Risque lié aux immobilisations incorporelles ,1
Risque de souscription en non - vie Diversification ,1
Risque de souscription en santé ,1
Risque de souscription en vie ,1
Risque de défaut de la contrepartie ,1
Risque de marché ,1
Capital de solvabilité requis  pour les entreprises qui utilisent la formule standard Données en K  ,1
S.25.01.22 ,1
Annexe V ,1
C0050 ,1
Niveau 3 ,1
Niveau 2 ,1
Niveau 1 - restreint ,1
169 223 60 650 ,1
C020 ,1
Niveau 1 - non restreint ,1
169 623 ,1
R1200 R1300 ,1
45 ,1
"actuariel dédié , permettant de calculer la formule standard conformément au règlement délégué du 10 octobre 2014 . ",1
propre ,1
Obligations d'entreprise ,1
Obligations d'État ,1
non cotées ,1
Obligations ,1
Actions cotées ,1
"Détentions dans des entreprises liées , y compris participations ",1
représentation de contrats en unités de compte et indexés ) ,1
Investissements ( autres qu'actifs en ,1
Immobilisations corporelles détenues pour usage ,1
Le ratio de couverture du SCR demeure à un niveau très élevé ( 206 % au 31 décembre 2022 contre 210 % au 31 décembre 2021 ) . ,1
Excédent du régime de retraite ,1
Actifs d'impôts différés ,1
Immobilisations incorporelles ,1
Actifs ,1
Données en K  ,1
