text,count
4 150 626 ,2
"10,81 % ",2
"14,78 % ",2
360 481 ,2
Actif net ,2
Dépenses engagées Autres dépenses Total des dépenses ,2
C210 ,2
906 707 ,2
6 896 807 ,2
117 % ,2
129 % ,2
C160 ,2
C200 ,2
139 % ,2
-71 603 ,2
520 715 ,2
1 098 650 ,2
Seuil plancher absolu du MCR ,2
-598 ,2
1615 ,2
137 % ,2
1 154 300 ,2
Scénario de Référence ,2
+100 pdb des taux d'intérêt de référence ,2
-100 pdb des taux d'intérêt de référence ,2
Niveau initial du marché des actions -30 % ,2
-50 pdb des taux d'intérêt de référence ,2
714 647 ,2
3 269 ,2
711 378 ,2
+100 pdb des Spread de crédit de référence ,2
644 ,2
1 615 ,2
562 569 ,2
2 832 045 ,2
Fonds propres de base ,2
0 % ,2
Change ,2
Mortalité ,2
38 ,2
"54,37 % ",2
"44,20 % ",2
R1200 ,2
R1300 ,2
251 839 ,2
Immobilier ,2
Assurance avec Participation aux Bénéfices ,2
Assurance Santé / Prévoyance ,2
Données en normes françaises ,2
62 922 466 ,2
15 823 ,2
980 995 ,2
371 612 ,2
-1 % ,2
g ) ,2
190 680 ,2
3 162 080 ,2
4 ,2
12 628 699 ,2
12 878 865 ,2
25 507 610 ,2
585 147 ,2
proportionnelle acceptée ,2
Part des réassureurs Net ,2
Baisse de 30 % des marché actions et  100 pdb des taux d'intérêt ,2
123 % ,2
107 357 ,2
"14 bd F.D. Roosevelt , L - 2450 Luxembourg ",2
R30 ,2
Baisse de 30 % des marché actions et -100 pdb des taux d'intérêt ,2
R030 ,2
Valeur Solvabilité  ,2
70 106 557 ,2
Provisions techniques Brutes ,2
R010 ,2
4 031 ,2
Clients Products and Business Practices  ,2
M. Fabien Wathlé ,2
402 % ,2
-1 063 387 ,2
D. Valorisation à des fins de solvabilité ,2
595 784 ,2
Workplace Safety ,2
120 ,2
26 ,2
3 473 050 ,2
M. Rémi Saucié ,2
C. Profil de risque ,2
643 054 1615 ,2
Niveau 1  non ,2
restreint C020 ,2
Niveau 1 - restreint C030 ,2
3 404 233 ,2
Directeur Unité Finance ,2
-59 218 ,2
44 ,2
14 ,2
Direction du Contrôle Interne ,2
31 ,2
R370 ,2
R10 ,2
R150 ,2
.61 ,2
R0090 ,2
19 867 ,2
R070 ,2
Chiffre d'affaires ,2
( En millions d'euros ) ,2
405 031 ,2
49 777 678 ,2
R050 ,2
R040 ,2
2 734 809 ,2
44 969 ,2
32 812 652 ,2
tout ,2
514 569 ,2
R290 ,2
Provisions techniques calculées comme un ,2
138 177 ,2
402 171 ,2
-304 273 ,2
189 597 ,2
-142 843 ,2
R360 ,2
Passifs subordonnés ,2
46 ,2
.66 ,2
Provisions techniques calculées comme la somme de la meilleure estimation et de la marge de risque ,2
Cat ,2
Allianz IARD ,2
37 221 850 ,2
provisions techniques ,2
419 192 ,2
Obligations ,2
15 679 432 ,2
Montant de la déduction transitoire sur les ,2
"Total des montants recouvrables au titre de la réassurance / des véhicules de titrisation et de la réassurance finite , après ajustement pour pertes probables pour défaut de la contrepartie ",2
"c /  Allianz Capital Partners GmbH , D - 80333 Munich ",2
Meilleure estimation brute ,2
150 595 ,2
BSCR ,2
127 840 ,2
R720 ,2
R730 ,2
R740 ,2
178 003 7 728 ,2
A. Activité et résultats ,2
Mme Anne - Sophie Grouchka ,2
Mme Corinne Cipière ,2
86 ,2
Autres ajustements ,2
5 329 013 -235 000 ,2
Allianz France ,2
Administrateur ,2
Capital de solvabilité requis ,2
42 870 295 ,2
Nombre d'actions ,2
15 ,2
42 131 176 ,2
5 094 ,2
739 030 ,2
62 ,2
B. Système de gouvernance ,2
25 ,2
M. Alexandre du Garreau ,2
10 ,2
Administratrice ,2
% du capital ,2
Excédent d'actif sur passif ,2
R510 ,2
Systems Failures ,2
Résultat de souscription ,2
Option et Garanties ,2
"Le capital excédentaire non mobilisé ( au - delà du ratio de solvabilité cible ) pour des raisons d'activité , légales ou réglementaires est remonté au Groupe Allianz sur 'horizon prévisionnel du plan de trois ( 3 ) ans . Cela permet au Groupe Allianz de maintenir ",1
Dividendes prévus ,1
Dividendes prévus Autres ajustements Fonds propres Solvabilité  ,1
5 329 ,1
Les éventuelles pertes qui pourraient survenir seront en premier lieu absorbées via les mécanismes traditionnels d'absorption des provisions techniques ( après prise en compte de la réassurance ) et des impôts différés . ,1
La description poste par poste des écarts entre le bilan en normes françaises et le bilan solvabilité  est indiquée dans la Section D. Valorisation à des fins de solvabilité de ce rapport . ,1
235 ,1
4031 ,1
Figure 9 - Passage des fonds propres normes françaises vers Solvabilité  au 31 décembre 2021 ,1
"En complément , les fonds propres doivent être disponibles pour absorber une perte qui ne pourrait l'être intégralement par les mécanismes ci - dessus décrits . Au sein d'Allianz France dont fait partie Allianz Vie , la gestion du capital consiste à détenir un capital conforme à l'exigence réglementaire minimale plus une marge tampon de volatilité adéquate définie au niveau du Groupe Allianz . ",1
Fonds propres Solvabilité  ,1
La gestion des fonds propres au sein d'Allianz repose sur le mécanisme de ratio de solvabilité cible défini dans le cadre du processus ORSA . ,1
E.1.6 . Le mcanisme d'absorption des pertes sur le capital utilisé ,1
-716 961 ,1
 67 ,1
154 979 ,1
IM - Capital Buffer Fonds propres cantonnés ,1
Diversification mpôt différs ,1
-22 200 ,1
-140 808 ,1
-446 917 ,1
232 095 ,1
56 251 ,1
Total Risk Capital diversifié ,1
-145 776 ,1
Tableau 26 - Détail du Capital de Solvabilité Requis - SCR ,1
631 456 ,1
tous les capitaux excédentaires disponibles au niveau du Groupe afin d'être en mesure de répondre rapidement à tout besoin ocal en capital . ,1
2 231 021 354 892 ,1
3 522 942 ,1
-900 223 ,1
98 727 ,1
399 361 ,1
2 677 938 ,1
495 700 ,1
172 796 ,1
3 844 522 ,1
192 385 ,1
-321 580 ,1
68 ,1
-14 382 -2 743 ,1
ajustements ,1
"Les fonds propres d'Allianz Vie ne sont pas constitués par des éléments qui correspondent aux critères énoncés dans l'Article 69 , point a ) , iii ) et v ) , et point b ) du Règlement Délégu  ",1
 décroissance du marché des actions ( -19 % sur l'indice S & P500 et -12 % sur l'indice EuroStoxx ) ; ,1
E.1.7 . Montant des fonds propres éligibles aux SCR et MCR ,1
La baisse constatée entre 2021 et 2022 s'explique principalement par l'évolution des marchés financiers : ,1
"Le montant des fonds propres éligibles pour couvrir le Risk Capital est égal à la somme du montant des éléments de niveau 1 , du montant éligible des éléments de niveau 2 et du montant éligible des éléments de niveau 3 . ",1
"Dans le cas d'Allianz Vie , les fonds propres éligibles à la couverture du SCR sont composés de l'ensemble de ses éléments de fonds propres : principalement des fonds propres de base de niveau 1 non restreints et un faible montant de fonds propres de niveau 3 ( cf. Section E.2 . Capital de solvabilité requis et minimum de capital requis ) . ",1
"1 L'Article 69 traite des points ii ) les comptes mutualistes subordonnés et libérés ; v ) les actions privilégiées libérées et le compte de primes d'émission ié  ( b ) les passifs subordonnés libérés , valorisés conformément à l'Article 75 de la Directive 2009 / 138 / CE . ",1
Le montant des fonds propres de base éligibles pour couvrir le MCR est égal à la somme du montant des éléments de niveau 1 et du montant éligible des éléments de fonds propres de base classs au niveau 2 . ,1
"Dans le cas d'Allianz Vie , les fonds propres éligibles à la couverture du MCR sont composés de fonds propres de base de niveau 1 ( cf. Section E.2 . Capital de solvabilité requis et minimum de capital requis ) . ",1
10 471 ,1
E.2.1 . Distributions effectuées aux actionnaires ,1
"La Directive Solvabilité  prévoit deux ( 2 ) niveaux de capitaux minimum requis de solvabilité distincts : ( i ) un Minimum de Capital Requis ( MCR ) , qui correspond au montant de fonds propres de base éligibles en deà duquel les preneurs et les bénéficiaires seraient exposés à un niveau de risque inacceptable si l'entreprise d'assurance ou de réassurance était autorisée à poursuivre son activité ; et , ( ii ) un Capital de Solvabilité Requis ( SCR ) correspondant à un niveau de fonds propres éligibles permettant aux entreprises d'assurance et de réassurance d'absorber des pertes significatives et qui donne 'assurance raisonnable aux preneurs et aux bénéficiaires que les paiements auront lieu lorsqu'ils arriveront à échéance . ",1
"Au 31 décembre 2022 , le SCR est de 2 808 449 milliers d'euros et le montant du MCR est 911 109 milliers euros . Le SCR n'est pas subordonné à une évaluation par les autorités de contrôle . En revanche , le processus permettant d'établir ce niveau de capital est évalué par 'ACPR et plus particulièrement dans le cas de l'utilisation d'un Modèle Interne . ",1
Le capital de solvabilité requis évalué en Modèle Interne est réparti par catégorie de risques ( incluant un effet diversification au sein de chaque catégorie ) dans les proportions indiquées dans le tableau suivant : ,1
145 776 ,1
Risque de souscription Risque Commercial ,1
Risque de marché ,1
Risque de défaut de contrepartie ,1
Risque operationel ,1
-183 262 ,1
Total Risk Capital avant diversification impôt et ,1
E.2 . Capital de solvabilité requis et minimum de capital requis ,1
Allianz  ,1
" augmentation des spreads ( + 5 bps sur les Govies , + 55 bps sur les Corporates nots BBB ) ; ",1
 71 ,1
 a marge de capital complémentaire due à l'erreur d'estimation des portefeuilles de réplication ; ,1
 a marge de capital complémentaire liée à l'estimation du risque opérationnel ; ,1
 la marge de capital complémentaire en lien avec les fonds cantonnés réglementaires . ,1
"Le capital de solvabilité agrégé est ensuite obtenu en calculant selon la méthode Harell - Davis la VaR à 99,5 % de la distribution de la valeur nette des actifs . Après l'optimisation , aucun effet de diversification n'est pris en compte pour les éléments suivants ( directement ajoutés au capital de solvabilité ) : ",1
E.4.4 . Principales différences entre la Formule Standard et le Modèle Interne ,1
La Formule Standard repose sur un coefficient de corrélation linéaire pour capter la dépendance entre les risques alors que le Modèle nterne repose sur un calcul du capital requis issu de plusieurs simulations qui a pour caractéristique la prise en compte des corrélations entre différents risques . ,1
Les principales différences entre le Modèle Interne d'Allianz et la Formule Standard sont au niveau des : ,1
 risques assurantiels Vie : ,1
 augmentation de taux d'intérêts ( + 285 bps sur les taux de maturité 10 ans et +228 bps sur les taux de maturité 20 ans ) . ,1
 risques opérationnels : ,1
 risques de marché : ,1
72 ,1
"risque de coûts : dans le Modèle Interne , l'inflation n'est pas incluse dans le risque de coût mais comme un risque de march  Par ailleurs , le Modèle Interne considère un choc sur les activits nouvelles ; risque de rachats  la méthodologie diffère entre les deux ( 2 ) approches : en Modèle Interne , le maximum des chocs  la hausse et à la baisse est retenu au niveau canton , puis est sommé . En Formule Standard les chocs  la hausse et à la baisse ainsi que le risque de masse sont agrégés au niveau de la compagnie en prenant le maximum quel que soit le profil des taux sous - jacents ; ",1
"risque de rachats de masse : des composants additionnels de volatilité sont ajoutés en Modèle nterne . Cependant , les résultats sont proches dans les deux ( 2 ) approches ; ",1
"risque de mortalité : pour le Modèle Interne , le risque de mortalité est scindé en deux ( 2 ) composantes ( niveau et volatilité ) . Avant diversification cette différence contribue à 80 % de l'écart constaté entre le Modèle Interne et la Formule Standard . Cependant , la comparaison entre les deux ( 2 ) approches est délicate car le Modle Interne considère un choc de volatilité sur la première année non repris en Formule Standard ; risque de catastrophe ( Vie ) : il est à comparer au risque de calamité du Modèle Interne . Un résultat identique est attendu sur les deux ( 2 ) approches , celles - ci étant identiques ; ",1
"e Modèle nterne suit une approche fondée sur des scenarii prospectifs , permettant de capturer un profil de risque opérationnel complet et approprié et de quantifier l'exposition aux pertes inattendues d'une manière plus appropriée et fiable , tenant compte de son environnement d'affaires interne et externe , de son environnement juridique et du système de Contrôle Interne . En Formule Standard le risque opérationnel est un facteur de prime / provisions techniques . En tant que tel , l'exposition à la perte opérationnelle inattendue est seulement déterminée par la taille de l'entreprise gérée , quel que soit le profil de risque réel de l'entreprise ; ",1
 la validation au niveau du Groupe Allianz par le Comité d'Approbation des Paramètres et des Hypothèses ( PAAC - Parameters and Assumptions Approval Committee ) . ,1
 la détermination des seuils de tolérance pour obtenir une matrice de corrélation valide ; ,1
 'analyse empirique si possible  ,1
 a rationalisation y compris les événements extrêmes ; ,1
Révisio n ,1
Figure 11  Structure des risques en Formule Standard ,1
Op ,1
Dfaut ,1
Vie ,1
Longvité ,1
Invalidité / Morbidité ,1
Dpenses ,1
Révision ,1
Non Vie ,1
Primes Réserves ,1
Cat  ,1
E.4.3 . Agrégation du Risk Capital et capital add - on ,1
"Le processus d'agrégation corrèle les différents facteurs ( actions , taux d'intérêt , etc. ) par catégorie de risques ( risque de crédit , risque opérationnel , etc. ) afin d'obtenir le capital de solvabilité total diversifié . Pour l'agrégation des risques , la méthodologie utilisée repose sur une copule de Gauss . La dépendance entre les risques et la copule est gérée par une matrice de corrélation .  l'exception des corrélations basées sur des données historiques , quatre ( 4 ) étapes sont requises pour déterminer la corrélation ( en se fondant sur l'avis d'experts au niveau du Groupe ) : ",1
Intang . ,1
 risque de contrepartie : ,1
risque de taux : en Formule Standard le choc est appliqué comme un changement relatif en % de la courbe des taux . Le Modèle Interne repose sur des simulations stochastiques de déformation de la courbe des taux ; risque action : la Formule Standard considère un choc par indice . Le Modèle Interne opère une diversification en fonction des indices retenus ; ,1
risque immobilier : la Formule Standard considère un choc de -25 % . Le Modèle Interne considère une volatilité de plusieurs indices immobiliers ; ,1
Ratio de solvabilit  160 % ,1
Fonds propres ,1
Ratio de solvabilité  144 % ,1
E.6 . Autres informations ,1
2 808 ,1
Ratio de solvabilité  ,1
Figure 12  Evolution du ratio de Solvabilité  ,1
"Les plans laborés pour s'assurer du respect , dans le temps , du minimum de capital requis ( MCR ) et du capital de solvabilité requis ( SCR ) s'appuient sur un dispositif de surveillance continue . Des indicateurs de suivi permettent d'estimer si la solvabilité se situe dans les zones de confort définies . ",1
Toutes les informations significatives concernant la gestion du capital d'Allianz Vie ont été abordées dans la section ci - dessus . ,1
 73 ,1
74 ,1
S.02.01.02  Bilan ( 1/2 ) ,1
Actifs Goodwill ,1
Frais d'acquisition différés ,1
Imm isations incorporelles ,1
Actifs d'impts différés ,1
3 185 ,1
"Le ratio de solvabilité au 31 décembre 2022 est de 144 % contre 160 % au 31 décembre 2021 , en raison du contexte de marchés financiers , notamment marqué par la hausse des taux d'intérêt . ",1
risque de change : la Formule Standard opère un choc +/- 25 % séparément sur chaque devise et retient le scnario le plus défavorable . Le Modèle Interne opère une diversification de l'ensemble des devises ; ,1
"Au cours de l'année 2022 , Allianz Vie a été en ligne avec les exigences du minimum de capital requis ( MCR ) et du capital de solvabilité requis ( SCR ) . ",1
"risque de spread : e Modèle Interne applique un facteur d'atténuation au risque de spread , modélisant le lien entre le niveau des spreads et de Volatility Adjustment ; ",1
risque d'inflation : en Formule Standard le risque d'inflation est pris en compte dans le risque de coût . En Modèle nterne le risque d'inflation est un risque de marché modélisé via des scenarii d'inflation stochastique ; risque de volatilité  e Modèle Interne considère un risque de volatilité des taux / actions ; ,1
"la Formule Standard confère une charge de risque supérieure à celle retenue dans le Modèle Interne , calibré sur des ratings propriétaires ( PR + ) et des matrices de transitions historiques . ",1
Le Modèle nterne d'Allianz utilise la même mesure de risque et le même horizon temporel que la Formule Standard . ,1
E.4.5 . La pertinence des données utilisées dans le Modèle Interne ,1
"La qualité des données utilisées dans le Modèle Interne a un impact majeur sur les calculs des indicateurs , leur cohérence et la précision des résultats . Allianz Vie bénéficie d'une gouvernance dédiée à la qualité des données . ",1
"Le Département Gouvernance Solvabilité  central rattaché à la Direction des Risques d'Allianz France , qui couvre notamment Allianz Vie déploie un dispositif de gestion et d'amélioration de la qualité des données . Le Comité de Gouvernance de la qualité des données , s'appuyant notamment sur le dispositif du Contrôle Interne , anime un dispositif transverse et durable qui vise à identifier et traiter les problématiques de qualité des données utilisées pour le pilier  Solvabilité II . Ce pilotage se fait en coordination avec les équipes du Chief Data Officer qui coordonne les travaux autour des données pour l'ensemble du Groupe Allianz France , dont Allianz Vie . ",1
Ce pilotage de la qualité des données trouve notamment son efficacité : ,1
 en formalisant le cadre de qualité des données et constituant ainsi le socle commun de définitions et de principes de gouvernance en matière de qualité des données ; ,1
" en renforçant le dispositif de contrôle de second niveau par un suivi des clôtures trimestrielles et la production d'indicateurs de qualité des données sur la performance des processus , des outils , la qualité des données reçues , la validité des calculs effectués et la pertinence des résultats  ",1
 en structurant le dispositif de gouvernance et par la nomination ds 2015 d'un responsable de la qualité des données . ,1
"Des travaux initiés depuis 2015 ont permis de comprendre et contenir des impacts qui seraient dus à des problématiques de qualité des données que ce soit sur les données de l'actif , du passif du bilan ou toutes les données utilisées pour le calcul des fonds propres éligibles ou du calcul de l'exigence de risques . Ces travaux d'analyse et de correction ont été poursuivis depuis . ",1
E.4.6 . Changement important dans les paramètres du calcul du Modèle Interne ,1
"Au 31 décembre 2022 , aucun changement important dans les paramètres de calcul du Modèle Interne n'est entré en vigueur . ",1
E.5 . Non - respect du minimum de capital requis et non - respect du capital de solvabilité requis ,1
Réserves ,1
Primes ,1
Non SLT Santé ,1
Allianz Vie utilise le Modèle Interne d'Allianz qui permet de capter et de modéliser correctement l'ensemble des risques financiers et assurantiels auxquels elle est exposée contrairement à la Formule Standard décrite dans la Directive Solvabilit  . Les résultats comparés de l'évaluation par la Formule Standard et en Modèle Interne sont présentés dans le rapport ORSA . ,1
E.4.2 . Méthodologie utilisée dans le Modèle Interne ,1
"Le calcul du besoin en capital requis  travers le Modèle Interne d'Allianz repose sur l'estimation de la perte bicentenaire basée sur la distribution des fonds propres économiques du bilan Solvabilité  issue de simulations de Monte Carlo ( 50 000 simulations dans le cadre du Modèle Interne d'Allianz ) . Les hypothèses de distribution sont élaborées et calibrées , lorsque cela est possible , sur un historique basé sur des données de marché ( pour les risques de marché et de crédit ) ou sur des données internes ( pour les risques actuariels ) . De plus , il intègre également dans le processus de calibrage , les recommandations pouvant provenir de différentes sources expertes telles que le régulateur ou l'institut des actuaires . ",1
"Suivant cette approche , le Modèle Interne d'Allianz permet de déterminer la perte maximale de la valeur de son portefeuille selon un horizon de temps donné et une probabilité d'occurrence . Le Risk Capital est calculé comme la VaR 99,5 % de la distribution à horizon un ( 1 ) an des fonds propres économiques dérivée de la réalisation jointe des facteurs de risque du Modèle Interne . Cette réalisation jointe correspond à un évènement bicentenaire modélisé comme un choc instantané sur les postes du bilan Solvabilité  . ",1
 69 ,1
"Le Modèle nterne contient différentes catégories de risque , définis selon une typologie en lien avec le profil de risque . Chacune de ces catégories est décomposée en différents composants . Pour chaque catégorie et composant , le Modèle Interne permet de restituer le besoin en capital avant diversification des catégories ou composants de risques entre eux , mais aussi après diversification entre les catégories de risque et composants . ",1
Risques catégories ,1
Risques composants ,1
70 ,1
Marché ,1
Action ,1
Taux ,1
Volatilité des taux ,1
d'intérêt ,1
Volatilit ,1
des actions ,1
"Le Modle Interne d'Allianz est appliqué sur l'ensemble des lignes d'activité d'Allianz Vie ( sur tous les portefeuilles y compris les cantons réglementaires ) , via les catégories de risques présentées dans la Section C. Profil de risque . ",1
E.4 . Différences entre la Formule Standard et tout Modèle Interne utilisé ,1
Inflation ,1
300 ,1
E.2.2 . Données utilisées dans le calcul du minimum de capital requis ,1
"La méthode de calcul du MCR est conforme à la méthode décrite dans la Directive Solvabilité I . Elle repose sur une fonction linéaire qui utilise les variables suivantes : ( i ) les provisions techniques ; ( ii ) les primes souscrites ; ( ii ) le capital sous risque ; ( iv ) les impôts différés ; et , ( v ) les dépenses administratives . Les variables utilisées sont mesurées déduction faite de la réassurance . Le capital de solvabilité requis  SC d'Allianz Vie est calculé selon le Modèle Interne d'Allianz . ",1
En milliers d'Euros MCR linéaire ,1
Capital de solvabilité requis Plafond du MCR Plancher du MCR MCR ombiné ,1
Tableau 27 - Détail du Minimum Capital Requis  MCR ,1
"Au 31 décembre 2022 , le montant de MCR de Allianz Vie est de 911 109 milliers d'euros . ",1
E.4.1 . Périmètre du Modèle Interne ,1
1 394 092 3 184 640 ,1
1 433 088 796 160 ,1
3 700 ,1
E.3 . Utilisation du sous - module  risque sur actions  fondé sur la durée dans le calcul du capital de solvabilité requis ,1
Allianz Vie n'utilise pas le sous - module  risque sur actions  fondé sur la durée pour le calcul du Risk Capital . ,1
Variation -482 983 ,1
-169 286 ,1
-94 048 ,1
Spread de crédit ,1
Crédit ,1
Santé ,1
Rachat Vie ,1
Volume ( Vie ) ,1
Opérationnel ,1
Opératinnel ,1
March ,1
Taux d'intérêt ,1
Spread ,1
Concentra tion ,1
SLT Santé ,1
iquidité ,1
Mrtalité ,1
Longvit ,1
Invaliit  ,1
Morbidit ,1
Dépenses ,1
Adj . ,1
Rchat mssif  ,1
Résiliation Non - Vie ,1
4 151 ,1
Dépenses Vie ,1
Contrepartie ,1
Pays ,1
Le périmètre des risques ,1
P & C Primes et Réserves ,1
Primes hors ,1
Primes Cat . Nat  ,1
Primes terrorisme ,1
Réserve ,1
Vie u / W ,1
Mortalité / Calamité ,1
Longévité ,1
Longvité / Calamité ,1
Morbidité ,1
Commercial ,1
Dépenses Non - Vie ,1
Dfaut de ,1
-1 932 391 ,1
1 035 ,1
-78 084 4 589 ,1
 a marge pour risque qui est explicitement isolée dans le cadre de la Directive Solvabilité  ; ,1
 a prise en compte d'hypothèses économiques et financières intégrées dans le calcul de la meilleure estimation des engagements en Solvabilité  ( le coût des garanties offertes aux assurés est valorisé par une approche stochastique en Solvabilité  avec prise en compte des interactions actif / passif mais non pris en compte en norme locale ) ;  la prise en compte du risque de défaut dans les provisions cédées . ,1
L'évolution des provisions techniques s'explique par plusieurs éléments : ,1
" 'évolution des marchés économiques , et spécialement la hausse des taux ; ",1
 a valeur des affaires nouvelles de l'année ( new business ) et l'impact de désactualisation ( unwinding ) ;  a sortie des provisions suite à une cession de portefeuille . ,1
En milliers d'Euros Provisions techniques - vie ( hors UC ou indéxés ) Provisions techniques santé ( similaire à la vie ) Provisions techniques calculées comme un tout Meilleure estimation Marge de risque ,1
"Provisions techniques vie ( hors santé , UC ou indexés ) Provisions techniques calculées comme un tout Meilleure estimation Marge de risque ",1
Provisions techniques UC ou indexés Provisions techniques calculées comme un tout Meilleure estimation Marge de risque Autres provisions techniques ,1
39 903 031 2 681 181 ,1
2 656 725 24 456 ,1
36 802 657 ,1
15 503 144 176 288 ,1
Passifs techniques Tableau 20 - Provisions techniques en normes Solvabilité  ,1
52 937 385 ,1
2 754 676 ,1
50 182 709 ,1
17 169 172 ,1
17 030 994 138 177 ,1
Variation -13 034 354 ,1
Les différences entre la valeur des provisions techniques sous Solvabilité  et en normes françaises sont dues à : ,1
D.2.5 . Provisions techniques en normes françaises vs Solvabilité  ,1
"Le calcul est fait sur la base des flux financiers entre assureurs et réassureurs , et la prise en compte des décalages temporels des flux financiers entre d'une part les flux liés aux contrats d'assurance et d'autre part les flux liés à leur couverture par des contrats de réassurance . Les flux de trésorerie comprennent ainsi les paiements relatifs à l'indemnisation des sinistres et des sinistres en suspens . ",1
"Les provisions techniques sous Solvabilité  peuvent être calculées comme un tout dans le cas où un actif financier existant sur un marché fiable observable peut répliquer parfaitement les flux de passif . Dans ce cas , la valeur des provisions techniques est déterminée sur la base du prix de marché des instruments financiers utilisés pour la réplication . Dans ce cadre , un calcul séparé des BEL et de la marge pour risque n'est pas exigé . ",1
2 449 240 ,1
Tableau 19  Résultat des tests de sensibilité sur les BEL ,1
"Le niveau d'incertitude de la qualité des données pour les garanties de Prévoyance collective est supérieur au niveau d'incertitude sur les autres types de garanties , du fait de l'importance des données délégataires sur ce périmètre . Les analyses de mouvement trimestrielles permettent de sécuriser la qualité des provisions calculées . ",1
"D.2.2  Description des bases , méthodes et hypothèses utilisées dans la Marge pour risque ",1
"Conformément à l'Article 77 de la Directive Solvabilité  , quand les risques ne sont pas couvrables ( non - hedgeables ) , une marge pour risque est exigée . Dans le cas contraire , lorsque les risques sont considérés couvrables ( hedgeables ) , les provisions techniques correspondent à la juste évaluation de la couverture financière répliquant parfaitement les flux d'assurances relatifs aux engagements . De ce fait , aucune marge pour risque n'est exigée pour les risques couvrables . ",1
"Le calcul du coût d'immobilisation du capital  Cost of Capital - CoC  est donc , requis pour les risques non - couvrables : risques de souscription ( y compris inflation ) et risques opérationnels qui ne peuvent être transférés sur des marchés de capitaux . Allianz Vie considère que le risque de crédit lié à la réassurance est complétement couvert et donc exclu du calcul de la marge pour risque . ",1
