,Unnamed: 0,num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur,label
22,22,2,AUTRES INFORMATIONS .... ,0.17003366,0.0083234299999999,0.0014152632666537,25,5.661053066615176e-05,0.22979797,0.383472055,20.42831621098522,h,0.14478114,0.3148148,0.37931034,0.3804994,camca-output-1-to-49,1
23,23,2,3. SYSTEME DE GOUVERNANCE ,0.26262627,0.0083234299999999,0.002185951374506,26,8.407505286561888e-05,0.202020205,0.407253265,31.552649568747636,h,0.07070707,0.33333334,0.40309155,0.40309155,camca-output-1-to-49,1
24,24,2,1.1 . ,0.0252525249999999,0.0083234299999999,0.0002101876241607,6,3.50312706934583e-05,0.1035353525,0.161117715,3.033908496857668,h,0.09090909,0.116161615,0.156956,0.156956,camca-output-1-to-49,0
25,25,2,ACTIVITE ET RESULTATS ,0.14141414,0.0083234299999999,0.0011770506953001,22,5.3502304331827226e-05,0.21548821,0.161117715,16.989887582402943,h,0.14478114,0.28619528,0.156956,0.156956,camca-output-1-to-49,0
26,26,2,1.2 . SYSTEME DE GOUVERNANCE . ,0.24747476,0.01426872,0.0035311480575072,31,0.000113908001855,0.2129629699999999,0.17717004,17.343865462354,h,0.08922559,0.33670035,0.17003568,0.1724138,camca-output-1-to-49,0
27,27,2,1.3 . ,0.0252525249999999,0.0083234199999999,0.0002101873716354,6,3.503122860591666e-05,0.1035353525,0.19322235,3.033912141883986,h,0.09090909,0.116161615,0.18906064,0.18906064,camca-output-1-to-49,0
28,28,2,ROFIL DE RISQUES ,0.10774412,0.0083234299999999,0.0008968006407315,17,5.275297886656466e-05,0.21212121,0.1944114149999999,12.944677855163087,h,0.15824915,0.26599327,0.1902497,0.1902497,camca-output-1-to-49,0
29,29,2,1.4 . ,0.0235690199999999,0.00951248,0.0002241998313696,6,3.736663856160006e-05,0.1026936,0.20927468,2.47769456545506,h,0.09090909,0.11447811,0.20451844,0.20451844,camca-output-1-to-49,0
30,30,2,VALORISATION DU BILAN PRUDENTIEL  ,0.24747476,0.00951248,0.0023540987050048,34,6.923819720602365e-05,0.26683502,0.20927468,26.015798193530976,h,0.14309764,0.3905724,0.20451844,0.20451844,camca-output-1-to-49,0
31,31,2,1.5 . ,0.0252525249999999,0.0083234199999999,0.0002101873716354,6,3.503122860591666e-05,0.1035353525,0.22532699,3.033912141883986,h,0.09090909,0.116161615,0.22116528,0.22116528,camca-output-1-to-49,0
32,32,2,GESTION DES FONDS PROPRES ,0.19696969,0.01070155,0.0021078809860195,26,8.107234561613464e-05,0.243265985,0.225326995,18.405715994412017,h,0.14478114,0.34175083,0.21997622,0.22235434,camca-output-1-to-49,0
33,33,2,3.1 . ,0.026936025,0.00832344,0.000224200387926,6,3.736673132100007e-05,0.1026936025,0.42984542,3.236164975058384,h,0.08922559,0.116161615,0.4256837,0.4256837,camca-output-1-to-49,1
34,34,2,INFORMATIONS GENERALES SUR LE SYSTEME DE GOUVERNANCE INFORMATIONS RELATIVES A LA POLITIQUE DE REMUNERATION ,0.40909091,0.02497027,0.0102151104772457,107,9.54683222172496e-05,0.3493265949999999,0.438168835,16.383119205359,h,0.14478114,0.55387205,0.4256837,0.4256837,camca-output-1-to-49,1
35,35,2,3.2 . ,0.026936025,0.00713435,0.0001921710299587,6,3.2028504993125054e-05,0.1026936025,0.445897745,3.775540168340488,h,0.08922559,0.116161615,0.44233057,0.44233057,camca-output-1-to-49,1
36,36,2,3.3 . ,0.026936025,0.0083234299999999,0.0002242001185657,6,3.7366686427624845e-05,0.1026936025,0.461950065,3.2361688630768946,h,0.08922559,0.116161615,0.45778835,0.45778835,camca-output-1-to-49,1
37,37,2,EXIGENCES DE COMPETENCE ET D'HONORABILI ... ,0.33670036,0.0083234299999999,0.0028025018774347,44,6.369322448715429e-05,0.31313132,0.461950065,40.45211649524312,h,0.14478114,0.4814815,0.45778835,0.45778835,camca-output-1-to-49,1
38,38,2,3.4 . ,0.026936025,0.00832343,0.0002242001185657,6,3.7366686427625096e-05,0.1026936025,0.477407845,3.236168863076873,h,0.08922559,0.116161615,0.47324613,0.47324613,camca-output-1-to-49,1
39,39,2,PRINCIPALES CARACTERISTIQUES DES TRANSACTIONS SIGNIFICATIVES AVEC LES PARTIES LIEES SYSTEME DE GESTION DES RISQUES DONT ORSA . ,0.59259256,0.0237812199999999,0.0140925740397231,127,0.000110965149919,0.44107742,0.4863258099999999,24.918509647528605,h,0.14478114,0.7373737,0.4744352,0.4744352,camca-output-1-to-49,2
40,40,2,3.5 . ,0.026936025,0.0095124799999999,0.0002562283990919,6,4.270473318199996e-05,0.1026936025,0.49346018,2.831651157216628,h,0.08922559,0.116161615,0.48870394,0.489893,camca-output-1-to-49,1
41,41,2,3.6 . ,0.026936025,0.00832345,0.0002242006572862,6,3.736677621437504e-05,0.1026936025,0.510701525,3.2361610870492368,h,0.08922559,0.116161615,0.5065398,0.5065398,camca-output-1-to-49,1
42,42,2,SYSTEME DE CONTROLE INTERNE ,0.20875421,0.00951248,0.0019857702475408,28,7.092036598360035e-05,0.249158245,0.51010701,21.945298176710917,h,0.14478114,0.35353535,0.50535077,0.50535077,camca-output-1-to-49,1
43,43,2,3.7 . ,0.026936025,0.00832343,0.0002242001185657,6,3.7366686427625096e-05,0.1026936025,0.526159345,3.236168863076873,h,0.08922559,0.116161615,0.52199763,0.52199763,camca-output-1-to-49,1
44,44,2,FONCTION AUDIT INTERNE ,0.17003366,0.00832343,0.0014152632666538,23,6.153318550668711e-05,0.22979797,0.526159345,20.428316210985084,h,0.14478114,0.3148148,0.52199763,0.52199763,camca-output-1-to-49,1
45,45,2,3.8 . FONCTION ACTUARIELLE ,0.21548823,0.0095124599999999,0.0020498231683457,27,7.591937660539956e-05,0.196969705,0.5422116699999999,22.65326003998979,h,0.08922559,0.30471382,0.53745544,0.5386445,camca-output-1-to-49,1
46,46,2,3.9 . SOUS - TRAITANCE .... ,0.18518519,0.0107015,0.001981759310785,28,7.077711824232163e-05,0.181818185,0.55826395,17.304601224127413,h,0.08922559,0.27441078,0.5529132,0.5529132,camca-output-1-to-49,1
47,47,2,3.10 . EVALUATION ET AUTRES INFORMATIONS .. ,0.36195287,0.0095124899999999,0.0034430730563462,44,7.82516603715067e-05,0.270202025,0.574316295,38.05027600554645,h,0.08922559,0.45117846,0.56956005,0.56956005,camca-output-1-to-49,1
48,48,2,4. PROFIL DE RISQUE . ,0.1835016699999999,0.0095124599999999,0.0017455522958081,22,7.934328617309953e-05,0.160774405,0.59690843,19.29066403432982,h,0.06902357,0.25252524,0.5921522,0.59334123,camca-output-1-to-49,1
49,49,2,6 . ,0.0134680199999999,0.0083234399999999,0.0001121002563887,4,2.802506409719986e-05,0.07744108,0.8828775200000001,1.618083388598952,h,0.07070707,0.08417509,0.8787158,0.8787158,camca-output-1-to-49,1
50,50,2,4.1 . INTRODUCTION ,0.15488215,0.0095125,0.001473316451875,19,7.754297115131607e-05,0.166666665,0.62068965,16.281960578186535,h,0.08922559,0.24410774,0.6159334,0.6159334,camca-output-1-to-49,1
51,51,2,4.2 . RISQUE DE SOUSCRIPTION  ,0.22895621,0.00951246,0.0021779367893766,30,7.259789297922043e-05,0.203703695,0.63733653,24.069085178807445,h,0.08922559,0.3181818,0.6325803,0.6325803,camca-output-1-to-49,1
52,52,2,4.3 . ,0.026936025,0.0083234599999999,0.0002242009266464,6,3.7366821107749774e-05,0.1026936025,0.65219973,3.2361571990494538,h,0.08922559,0.116161615,0.648038,0.648038,camca-output-1-to-49,1
53,53,2,RISQUES DE MARCHE . ,0.14141414,0.0095125,0.00134520200675,20,6.726010033750025e-05,0.21548821,0.65279425,14.866138239158946,h,0.14478114,0.28619528,0.648038,0.6492271,camca-output-1-to-49,1
54,54,2,4.4 . ,0.026936025,0.00832343,0.0002242001185657,6,3.7366686427625096e-05,0.1026936025,0.6676575549999999,3.236168863076873,h,0.08922559,0.116161615,0.66349584,0.6646849,camca-output-1-to-49,1
55,55,2,RISQUES DE CONTREPARTIE ,0.17340066,0.00951246,0.0016494668422236,24,6.872778509265042e-05,0.23148147,0.66825207,18.22879255208421,h,0.14478114,0.3181818,0.66349584,0.6646849,camca-output-1-to-49,1
56,56,2,4.5 . AUTRES RISQUES .. ,0.17003366,0.00832345,0.001415266667327,24,5.89694444719584e-05,0.17424242,0.685493475,20.42826712481,h,0.08922559,0.25925925,0.68133175,0.68133175,camca-output-1-to-49,1
57,57,2,RISQUE OPERATIONNEL  ,0.15319866,0.0083233699999999,0.0012751291306841,21,6.0720434794485295e-05,0.22138047,0.700951245,18.405845228555396,h,0.14478114,0.2979798,0.69678956,0.69678956,camca-output-1-to-49,1
58,58,2,4.6 . 4.7 . AUTRES RISQUES SIGNIFICATIFS .. ,0.25925925,0.0249702399999999,0.0064737656947199,44,0.0001471310385163,0.218855215,0.70927468,10.382729601317443,h,0.08922559,0.34848484,0.69678956,0.6979786,camca-output-1-to-49,1
59,59,2,4.8 . ,0.026936025,0.0095125,0.0002562289378125,6,4.270482296875016e-05,0.1026936025,0.73246135,2.831645203679359,h,0.08922559,0.116161615,0.7277051,0.7277051,camca-output-1-to-49,1
60,60,2,AUTRES INFORMATIONS .... ,0.16835016,0.0095125,0.001601430897,25,6.405723588000022e-05,0.22895622,0.73246135,17.697782917214127,h,0.14478114,0.3131313,0.7277051,0.7288942,camca-output-1-to-49,1
61,61,2,5. VALORISATION POUR LES BESOINS DE SOLVABILITE I .. ,0.45791243,0.0083234299999999,0.0038114020572348,53,7.191324636292187e-05,0.299663285,0.755648015,55.01487127302146,h,0.07070707,0.5286195,0.7514863,0.7514863,camca-output-1-to-49,1
62,62,2,5.1 . INTRODUCTION ,0.15319866,0.0107015,0.00163945545999,19,8.628712947315814e-05,0.16582492,0.77942925,14.31562491239542,h,0.08922559,0.24242425,0.7740785,0.77526754,camca-output-1-to-49,1
63,63,2,5.2 . ACTIFS ,0.1010101,0.0083233499999999,0.0008407424158349,13,6.467249352576887e-05,0.13973064,0.794887025,12.135750629253918,h,0.08922559,0.19023569,0.79072535,0.79072535,camca-output-1-to-49,1
64,64,2,5.3 . PROVISIONS TECHNIQUES . ,0.22390571,0.0095124999999999,0.0021299030663749,30,7.09967688791661e-05,0.2011784449999999,0.81093935,23.538050985545524,h,0.08922559,0.3131313,0.8061831,0.80737215,camca-output-1-to-49,1
65,65,2,5.4 . ,0.026936025,0.00832344,0.000224200387926,6,3.736673132100032e-05,0.1026936025,0.82699168,3.236164975058362,h,0.08922559,0.116161615,0.82282996,0.82282996,camca-output-1-to-49,1
66,66,2,AUTRES PASSIFS ,0.0993265999999999,0.00832344,0.000826738995504,15,5.5115933033600464e-05,0.19444444,0.82699168,11.93335928414203,h,0.14478114,0.24410774,0.82282996,0.82282996,camca-output-1-to-49,1
67,67,2,5.5 . METHODES ALTERNATIVES DE VALORISATION ,0.34006733,0.00951245,0.0032348734732585,44,7.351985166496595e-05,0.259259255,0.843044025,35.749710116741724,h,0.08922559,0.42929292,0.8382878,0.8382878,camca-output-1-to-49,1
68,68,2,5.6 . AUTRES INFORMATIONS .. ,0.21548823,0.00951246,0.0020498231683458,29,7.068355752916594e-05,0.196969705,0.85969083,22.65326003998953,h,0.08922559,0.30471382,0.8549346,0.8561237,camca-output-1-to-49,1
69,69,2,GESTION DES FONDS PROPRES .. ,0.24410774,0.00951248,0.0023220699945952,29,8.00713791239728e-05,0.23148148,0.8822829999999999,25.661840024893493,h,0.10942761,0.35353535,0.87752676,0.87752676,camca-output-1-to-49,1
70,70,2,6.1 . ,0.026936025,0.0083234599999999,0.0002242009266464,6,3.7366821107749774e-05,0.1026936025,0.90546967,3.2361571990494538,h,0.08922559,0.116161615,0.90130794,0.90130794,camca-output-1-to-49,1
71,71,2,FONDS PROPRES ,0.1077440999999999,0.0095124599999999,0.0010249114414859,14,7.320796010614242e-05,0.1986531899999999,0.90606417,11.326628443115723,h,0.14478114,0.25252524,0.90130794,0.90130794,camca-output-1-to-49,1
115,115,3,6.2 . SCR ET MCR ,0.14646465,0.00832343,0.0012190882617495,17,7.171107422055889e-05,0.162457915,0.101664685,17.596669882488335,h,0.08922559,0.23569024,0.09750297,0.09750297,camca-output-1-to-49,0
116,116,3,6.3 . AUTRES INFORMATIONS ,0.20707071,0.008323426,0.0017235377314524,26,6.628991274817162e-05,0.192760945,0.118311537,24.87806223062472,h,0.08922559,0.2962963,0.114149824,0.114149824,camca-output-1-to-49,0
117,117,3,7. ANNEXES ,0.11111112,0.0095124799999999,0.0010569423067775,11,9.608566425250898e-05,0.12626263,0.14149822,11.680562797503924,h,0.07070707,0.18181819,0.13674198,0.13674198,camca-output-1-to-49,0
124,124,4,1. SYNTHESE ,0.1481481399999999,0.0130796699999999,0.0019377287823137,12,0.0001614773985261,0.17003367,0.106420925,11.32659616030069,h,0.0959596,0.24410774,0.09988109,0.09988109,camca-output-1-to-49,0
125,125,4,"En application de la Directive Solvabilité 2 et plus spécifiquement dans le cadre du Pilier 3 relatif à la diffusion d'information au public , le rapport sur la solvabilité et la situation financière ( SFCR ) de CAMCA rend compte de l'exercice écoulé sur l'année 2022 . ",0.8451178300000001,0.04280618,0.0361762659521894,270,0.0001339861701932,0.493265985,0.16646849,19.74289296545499,h,0.07070707,0.9158249,0.1450654,0.1450654,camca-output-1-to-49,2
126,126,4,"Le rapport sur l solvabilité et la situation financière ( SFCR ) du Groupe CAMCA consiste à apporter une vision d'ensemble des activités d'assurance de l'entité en environnement Solvabilité 2. Ce rapport permet de présenter et d'apporter des explications sur lactivité et la performance de lentité , de démontrer le caractère approprié de son système de gouvernance , d'apprécier les écarts de valorisation de son bilan entre les normes locales et les normes Solvabilité 2 et d'évaluer sa solvabilité . Ce rapport a été présenté pour validation au Conseil d'Administration du 3 mai 2023 . ",0.8451178300000001,0.0903686,0.076372115132138,589,0.0001296640324824,0.493265985,0.2461355499999999,9.351896897816278,h,0.07070707,0.9158249,0.20095125,0.20095125,camca-output-1-to-49,2
127,127,4,1.1 . Activité et résultats ,0.3013468,0.01426873,0.004299836125564,28,0.000153565575913,0.22306397,0.312722935,21.119384836632264,h,0.07239057,0.37373737,0.30558857,0.30558857,camca-output-1-to-49,0
128,128,4,"Le Groupe CAMCA est une compagnie d'assurance au service du groupe Crédit Agricole et de ses clients , et est active dans quatre domaines d'expertise  les risques opérationnels Groupe , les garanties financières , le parabancaire et les assurances Immobilier et Construction . ",0.8451178300000001,0.0428061799999999,0.0361762659521893,277,0.0001306002380945,0.493265985,0.36266349,19.742892965455,h,0.07070707,0.9158249,0.3412604,0.3412604,camca-output-1-to-49,2
129,129,4,"Son chiffre d'affaires sétablit à 722 M  en 2022 , en progression de 46M € ( soit + 7 % ) par rapport à 2021 , principalement due à l'activité de Caution Habitat de CAMCA Assurance . ",0.84680133,0.0261592999999999,0.022151730031869,183,0.0001210477050921,0.492424235,0.41854935,32.37094761709985,h,0.06902357,0.9158249,0.4054697,0.4054697,camca-output-1-to-49,2
130,130,4,1.2 . Système de gouvernance ,0.3922558849999999,0.01902497,0.0074626564444484,29,0.000257332980843,0.2702020175,0.455410215,20.6179502516955,h,0.074074075,0.46632996,0.44589773,0.4470868,camca-output-1-to-49,2
131,131,4,"Le Conseil d'Administration détermine les orientations stratégiques de la compagnie , veille à leur mise en uvre et assume la responsabilité du respect des dispositions légales , réglementaires et administratives adoptées en vertu de la directive Solvabilité 2. Le Conseil d'Administration est en lien avec les dirigeants effectifs du Groupe CAMCA et les responsables des quatre Fonctions clés . ",0.8451178300000001,0.05945304,0.0502448241517032,396,0.0001268808690699,0.493265985,0.51129608,14.214880012863931,h,0.07070707,0.9158249,0.48156956,0.48156956,camca-output-1-to-49,2
132,132,4,"Ce système de gouvernance contribue à la réalisation des objectifs stratégiques du Groupe CAMCA et garantit une maitrise efficace de ses risques compte tenu de leur nature , de leur ampleur et de leur complexité . ",0.84680133,0.0428062,0.036248347092246,214,0.0001693847994964,0.494107735,0.5743163,19.782212156182972,h,0.07070707,0.9175084,0.5529132,0.5529132,camca-output-1-to-49,2
133,133,4,Le Conseil d'Administration de CAMCA est composé des membres suivants au 31/12/2022 : ,0.7424242600000001,0.0118905999999999,0.0088278699059559,86,0.0001026496500692,0.4419192,0.6135553,62.437913982473695,h,0.07070707,0.81313133,0.60761,0.60761,camca-output-1-to-49,2
134,134,4,"Monsieur Luc JEANNEAU , Président de la CRCAM Atlantique Vendée et Président de CAMCA , ",0.760942785,0.0107015,0.0081432292136775,88,9.253669560997186e-05,0.4932660075,0.6379310499999999,71.10617997476969,h,0.112794615,0.8737374,0.6325803,0.6325803,camca-output-1-to-49,2
135,135,4," Monsieur Jean - Yves REMILLET , Président de la CRCAM Champagne Bourgogne et Vice - Président de CAMCA , ",0.833333316,0.02853746,0.0237812161720173,106,0.0002243510959624,0.499158242,0.66944113,29.20138358494413,h,0.082491584,0.9158249,0.6551724,0.65636146,camca-output-1-to-49,2
136,136,4," Monsieur Frédéric BARAUT , Directeur Général de la CRCAM Centre Ouest , ",0.631313116,0.0095124899999999,0.0060053597028188,73,8.226520140847712e-05,0.398148142,0.7015458050000001,66.36675738949539,h,0.082491584,0.7138047,0.69678956,0.69678956,camca-output-1-to-49,1
137,137,4,"Monsieur Laurent CAZELLES , Directeur Général de la CRCAM Lorraine et Membre du Comité d'Audit et des Risques de CAMCA , ",0.804713785,0.0273484,0.022007634477694,121,0.0001818812766751,0.5151515075,0.73424494,29.42452885726399,h,0.112794615,0.9175084,0.72057074,0.72057074,camca-output-1-to-49,2
138,138,4,"Monsieur Nicolas DENIS , Directeur Général de la CRCAM Normandie Seine et Membre du Bureau du Conseil d'Administration , ",0.801346785,0.02615933,0.020962694993254,121,0.0001732454131673,0.5134680075,0.774078465,30.633306931026095,h,0.112794615,0.9141414,0.7609988,0.7609988,camca-output-1-to-49,2
139,139,4,"Monsieur Benoit FAYOL , Président de la CRCAM Charente Périgord , ",0.547138085,0.0107014999999999,0.0058551982166274,66,8.87151244943554e-05,0.3863636575,0.80677765,51.1272330981642,h,0.112794615,0.6599327,0.8014269,0.8014269,camca-output-1-to-49,1
140,140,4," Madame Christine GANDON , Présidente de la CRCAM Nord - Est et Présidente du Comité d'Audit et des Risques du Groupe CAMCA , ",0.833333316,0.0273484,0.0227903328592944,126,0.0001808756576134,0.499158242,0.83888227,30.47100802972015,h,0.082491584,0.9158249,0.82520807,0.82520807,camca-output-1-to-49,2
141,141,4," Monsieur Gérald GREGOIRE , Directeur Général de la CRCAM Alsace Vosges , ",0.654882116,0.0107015299999999,0.0070082406108374,74,9.470595420050612e-05,0.409932642,0.870986935,61.19518573512409,h,0.082491584,0.7373737,0.86563617,0.86563617,camca-output-1-to-49,1
142,142,4,"Madame Christine GRILLET , Présidente de la CRCAM de Franche - Comté , ",0.592592615,0.00951248,0.0056370253983352,71,7.939472392021447e-05,0.4090909225,0.8941735900000001,62.29633229189415,h,0.112794615,0.70538723,0.88941735,0.88941735,camca-output-1-to-49,1
146,146,5,"Monsieur Benoît LEDUC , Directeur Général de la CRCAM de Guadeloupe et Membre du Comité d'Audit et des Risques de CAMCA ",0.801346785,0.0273484,0.021915552414894,120,0.0001826296034574,0.5134680075,0.11236623,29.30141379385996,h,0.112794615,0.9141414,0.09869203,0.09869203,camca-output-1-to-49,2
147,147,5,"Monsieur Guilhem NOUVEL - ALAUX , Responsable de la Direction des Relations avec les Caisses Régionales au sein de Crédit Agricole SA , ",0.8030302850000001,0.02734839,0.0219615854159911,136,0.0001614822457058,0.5143097575000001,0.152794295,29.362982062198174,h,0.112794615,0.9158249,0.1391201,0.1391201,camca-output-1-to-49,2
149,149,5,"Monsieur Laurent ALLOPPE - CABART , représentant les salariés de CAMCA , ",0.592592615,0.0107015399999999,0.006341653573127,73,8.68719667551656e-05,0.4090909225,0.18489893,55.37451759279516,h,0.112794615,0.70538723,0.17954816,0.17954816,camca-output-1-to-49,2
150,150,5," Monsieur Jean - François DUPOUY , Directeur Général Adjoint de la FNCA , invité permanent . ",0.762626286,0.01070155,0.0081612833309433,93,8.775573474132585e-05,0.463804727,0.208680145,71.26316150464183,h,0.082491584,0.84511787,0.20332937,0.20332937,camca-output-1-to-49,2
151,151,5,Le Comité de Direction du Groupe CAMCA est composé comme suit au 31/12/2022 : ,0.69528617,0.0107015599999999,0.0074406466654252,78,9.539290596698974e-05,0.418350155,0.23959572,64.97054354692214,h,0.07070707,0.76599324,0.23424494,0.23424494,camca-output-1-to-49,2
152,152,5," Monsieur Thierry CORNILLE , Directeur Général et Dirigeant effectif , ",0.563973066,0.0107015699999999,0.0060353972439136,71,8.500559498469883e-05,0.364478117,0.2645659849999999,52.7000305562642,h,0.082491584,0.64646465,0.2592152,0.2592152,camca-output-1-to-49,2
154,154,5,"Monsieur Olivier MOUTTE , Directeur Général Adjoint et Second Dirigeant effectif , ",0.649831685,0.01189062,0.0077269016302947,83,9.309520036499652e-05,0.4377104575,0.28775267,54.65078229730653,h,0.112794615,0.7626263,0.28180736,0.28180736,camca-output-1-to-49,2
155,155,5,"Monsieur Valéry CAUSSARIEU , Responsable du Département Solvabilité et Actuariat Groupe , Responsable de la Fonction clé Actuariat ",0.8030302850000001,0.0309155899999999,0.0248261550486431,131,0.0001895126339591,0.5143097575000001,0.318668265,25.974929962520537,h,0.112794615,0.9158249,0.30558857,0.30321047,camca-output-1-to-49,2
156,156,5," Monsieur Eric COSTA , Directeur de CAMCA Courtage , ",0.468013456,0.01189062,0.0055649701601827,53,0.0001049994369845,0.316498312,0.35196196,39.35988670060933,h,0.082491584,0.55050504,0.34601665,0.34601665,camca-output-1-to-49,0
157,157,5,"Monsieur Olivier DENEL , Directeur des Systèmes d'Information ",0.491582485,0.0107015799999999,0.0052607092898262,62,8.485014983590798e-05,0.3585858575,0.37633769,45.935505317906376,h,0.112794615,0.6043771,0.3709869,0.3709869,camca-output-1-to-49,0
158,158,5,"Madame Nathalie HUBERT , Directrice des Assurances de Biens et de Responsabilités , ",0.681818155,0.01189063,0.0081072474083876,84,9.651485009985308e-05,0.4537036925,0.399524385,57.34079312870716,h,0.112794615,0.79461277,0.39357907,0.39357907,camca-output-1-to-49,2
159,159,5,"Monsieur Emeric JURANICS , Directeur Financier , ",0.383838385,0.00951248,0.0036512549605448,49,7.45154073580575e-05,0.3047138075,0.4233056,40.3510320126821,h,0.112794615,0.496633,0.41854936,0.41854936,camca-output-1-to-49,1
